年月別,商品性質別分類,原始值,年增率[%]
89年11月,服務類-居住,99.31,0.15
89年11月,服務類-交通及通訊,92.82,5.61
89年11月,服務類-醫藥保健,76.18,0.63
89年11月,服務類-教養娛樂,72.2,9.39
89年11月,服務類-教養,91.27,7.46
89年11月,服務類-娛樂,56.1,11.86
89年11月,服務類-雜項,90.54,0.49
89年12月,總指數[含食物],85.27,1.78
89年12月,商品類[含食物],82.16,0.71
89年12月,商品類[不含食物],104.47,-0.26
89年12月,商品類-非耐久性消費品[含食物],68.09,2.41
89年12月,商品類-非耐久性消費品[不含食物],87.66,2.83
89年12月,商品類-半耐久性消費品,102.36,-2.04
89年12月,商品類-耐久性消費品,142.86,-1.77
89年12月,服務類,87.53,2.59
89年12月,服務類[不含食物],89.71,3.04
89年12月,服務類-外食費,77.34,-0.04
89年12月,服務類-衣著,86.31,2.4
89年12月,服務類-居住,99.26,0.02
89年12月,服務類-交通及通訊,94.13,6.95
89年12月,服務類-醫藥保健,76.18,0.63
89年12月,服務類-教養娛樂,72.55,9.31
89年12月,服務類-教養,91.27,7.46
89年12月,服務類-娛樂,56.69,11.64
89年12月,服務類-雜項,90.54,0.49
90年1月,總指數[含食物],86.35,3.79
90年1月,商品類[含食物],79.87,-0.46
90年1月,商品類[不含食物],100.82,-1.21
90年1月,商品類-非耐久性消費品[含食物],67.21,0.98
90年1月,商品類-非耐久性消費品[不含食物],87.27,1.59
90年1月,商品類-半耐久性消費品,93.01,-2.86
90年1月,商品類-耐久性消費品,142.13,-2.68
90年1月,服務類,91.25,6.9
90年1月,服務類[不含食物],94.15,8.08
90年1月,服務類-外食費,77.37,0.05
90年1月,服務類-衣著,86.31,2.4
90年1月,服務類-居住,100.79,1.56
90年1月,服務類-交通及通訊,96.31,9.15
90年1月,服務類-醫藥保健,76.18,0.24
90年1月,服務類-教養娛樂,74.57,12.39
90年1月,服務類-教養,91.27,7.49
90年1月,服務類-娛樂,60.19,18.55
90年1月,服務類-雜項,119.56,32.42
90年2月,總指數[含食物],84.06,-1.11
90年2月,商品類[含食物],78.92,-1.14
90年2月,商品類[不含食物],99.92,-1.16
90年2月,商品類-非耐久性消費品[含食物],66.57,-0.27
90年2月,商品類-非耐久性消費品[不含食物],87.53,1.34
90年2月,商品類-半耐久性消費品,90.2,-2.54
90年2月,商品類-耐久性消費品,142.07,-2.65
90年2月,服務類,87.93,-1.07
90年2月,服務類[不含食物],90.18,-1.26
90年2月,服務類-外食費,77.37,0.03
90年2月,服務類-衣著,86.31,2.4
90年2月,服務類-居住,99.34,-1.14
90年2月,服務類-交通及通訊,96.17,7.54
90年2月,服務類-醫藥保健,76.18,0.24
90年2月,服務類-教養娛樂,72.87,5.79
90年2月,服務類-教養,91.27,7.48
90年2月,服務類-娛樂,57.25,3.83
90年2月,服務類-雜項,91.66,-22.22
90年3月,總指數[含食物],83.97,1.17
90年3月,商品類[含食物],78.84,-0.72
90年3月,商品類[不含食物],99.72,-1.18
90年3月,商品類-非耐久性消費品[含食物],66.62,0.44
90年3月,商品類-非耐久性消費品[不含食物],87.67,1.32
90年3月,商品類-半耐久性消費品,89.47,-2.27
90年3月,商品類-耐久性消費品,142.06,-3
90年3月,服務類,87.82,2.53
90年3月,服務類[不含食物],90.05,2.96
90年3月,服務類-外食費,77.37,0.03
90年3月,服務類-衣著,86.31,2.4
90年3月,服務類-居住,99.33,0.19
90年3月,服務類-交通及通訊,96.27,7.94
90年3月,服務類-醫藥保健,76.18,0.24
90年3月,服務類-教養娛樂,72.31,7.46
90年3月,服務類-教養,91.27,7.46
90年3月,服務類-娛樂,56.28,7.47
90年3月,服務類-雜項,92.08,1.95
90年4月,總指數[含食物],84.65,1.06
90年4月,商品類[含食物],80.81,-0.41
90年4月,商品類[不含食物],103.21,-1.12
90年4月,商品類-非耐久性消費品[含食物],67.03,0.68
90年4月,商品類-非耐久性消費品[不含食物],87.51,0.67
90年4月,商品類-半耐久性消費品,99.91,-1.19
90年4月,商品類-耐久性消費品,141.35,-3.18
90年4月,服務類,87.5,2.17
90年4月,服務類[不含食物],89.64,2.32
90年4月,服務類-外食費,77.48,1.24
90年4月,服務類-衣著,86.31,2.4
90年4月,服務類-居住,98.73,-0.41
90年4月,服務類-交通及通訊,93.98,5.13
90年4月,服務類-醫藥保健,75.95,-0.03
90年4月,服務類-教養娛樂,72.7,7.37
90年4月,服務類-教養,91.27,7.46
90年4月,服務類-娛樂,56.95,7.25
90年4月,服務類-雜項,92.08,1.95
90年5月,總指數[含食物],84.52,0.2
90年5月,商品類[含食物],80.49,-2.13
90年5月,商品類[不含食物],102.45,-1.61
90年5月,商品類-非耐久性消費品[含食物],67.11,-1.73
90年5月,商品類-非耐久性消費品[不含食物],87.62,0.42
90年5月,商品類-半耐久性消費品,98.22,-1.87
90年5月,商品類-耐久性消費品,140.37,-3.76
90年5月,服務類,87.51,1.95
90年5月,服務類[不含食物],89.65,1.98
90年5月,服務類-外食費,77.48,1.69
90年5月,服務類-衣著,86.31,2.4
90年5月,服務類-居住,98.7,-0.48
90年5月,服務類-交通及通訊,93.49,3.96
90年5月,服務類-醫藥保健,75.46,-0.67
90年5月,服務類-教養娛樂,73.07,6.94
90年5月,服務類-教養,91.27,6.05
90年5月,服務類-娛樂,57.59,7.99
90年5月,服務類-雜項,91.95,1.47
90年6月,總指數[含食物],84.55,0.14
90年6月,商品類[含食物],80.46,-1.31
90年6月,商品類[不含食物],102.02,-2.18
90年6月,商品類-非耐久性消費品[含食物],67.71,-0.16
90年6月,商品類-非耐久性消費品[不含食物],89.02,-0.4
90年6月,商品類-半耐久性消費品,95.11,-2.9
90年6月,商品類-耐久性消費品,140.73,-3.54
90年6月,服務類,87.59,1.23
90年6月,服務類[不含食物],89.92,1.5
90年6月,服務類-外食費,76.66,-0.42
90年6月,服務類-衣著,86.31,2.4
90年6月,服務類-居住,98.68,-0.66
90年6月,服務類-交通及通訊,93.63,3.88
90年6月,服務類-醫藥保健,76.03,0.08
90年6月,服務類-教養娛樂,73.78,6.46
90年6月,服務類-教養,91.26,6.03
90年6月,服務類-娛樂,58.83,6.98
90年6月,服務類-雜項,92.09,-1.51
90年7月,總指數[含食物],84.42,0.5
90年7月,商品類[含食物],79.99,-0.5
90年7月,商品類[不含食物],100.33,-2.33
90年7月,商品類-非耐久性消費品[含食物],68.03,1.2
90年7月,商品類-非耐久性消費品[不含食物],88.59,-0.63
90年7月,商品類-半耐久性消費品,91.11,-2.21
90年7月,商品類-耐久性消費品,140.34,-4.52
90年7月,服務類,87.73,1.23
90年7月,服務類[不含食物],90.32,1.86
90年7月,服務類-外食費,75.43,-2.44
90年7月,服務類-衣著,86.31,0
90年7月,服務類-居住,98.53,-0.66
90年7月,服務類-交通及通訊,97.26,7.28
90年7月,服務類-醫藥保健,78.87,3.53
90年7月,服務類-教養娛樂,73.93,4.76
90年7月,服務類-教養,91.28,4.78
90年7月,服務類-娛樂,59.07,4.75
90年7月,服務類-雜項,91.18,0.8
90年8月,總指數[含食物],85.11,1.01
90年8月,商品類[含食物],81.36,0.49
90年8月,商品類[不含食物],99.72,-1.99
90年8月,商品類-非耐久性消費品[含食物],70.4,2.85
90年8月,商品類-非耐久性消費品[不含食物],89.15,0.62
90年8月,商品類-半耐久性消費品,88.98,-2.48
90年8月,商品類-耐久性消費品,139.91,-4.63
90年8月,服務類,87.89,1.41
90年8月,服務類[不含食物],90.36,1.86
90年8月,服務類-外食費,76.25,-1.15
90年8月,服務類-衣著,86.31,0
90年8月,服務類-居住,98.42,-0.81
90年8月,服務類-交通及通訊,100.06,9.4
90年8月,服務類-醫藥保健,78.87,3.53
90年8月,服務類-教養娛樂,73.2,4.07
90年8月,服務類-教養,91.29,4.73
90年8月,服務類-娛樂,57.81,3.29
90年8月,服務類-雜項,91.18,0.71
90年9月,總指數[含食物],85.21,0.01
90年9月,商品類[含食物],81.98,0.1
90年9月,商品類[不含食物],99.12,-2.58
90年9月,商品類-非耐久性消費品[含食物],71.34,2.09
90年9月,商品類-非耐久性消費品[不含食物],88.14,-1.23
90年9月,商品類-半耐久性消費品,88.46,-2.25
90年9月,商品類-耐久性消費品,139.99,-4.52
90年9月,服務類,87.58,-0.07
90年9月,服務類[不含食物],89.98,0.16
90年9月,服務類-外食費,76.28,-1.36
90年9月,服務類-衣著,86.31,0
90年9月,服務類-居住,98.39,-1.04
90年9月,服務類-交通及通訊,98.66,6.37
90年9月,服務類-醫藥保健,78.87,3.53
90年9月,服務類-教養娛樂,72.5,0.19
90年9月,服務類-教養,91.88,0.67
90年9月,服務類-娛樂,56.16,-0.37
90年9月,服務類-雜項,91.18,-2.25
90年10月,總指數[含食物],86.03,0.76
90年10月,商品類[含食物],83.89,1.57
90年10月,商品類[不含食物],103.46,-1.4
90年10月,商品類-非耐久性消費品[含食物],70.67,3.33
90年10月,商品類-非耐久性消費品[不含食物],86.27,-1.64
90年10月,商品類-半耐久性消費品,102.76,0.02
90年10月,商品類-耐久性消費品,140.24,-2.79
90年10月,服務類,87.53,0.14
90年10月,服務類[不含食物],89.84,0.31
90年10月,服務類-外食費,76.65,-0.88
90年10月,服務類-衣著,86.31,0
90年10月,服務類-居住,98.42,-0.9
90年10月,服務類-交通及通訊,97.72,5.32
90年10月,服務類-醫藥保健,78.87,3.53
90年10月,服務類-教養娛樂,71.71,-1.08
90年10月,服務類-教養,91.88,0.67
90年10月,服務類-娛樂,54.78,-3.22
90年10月,服務類-雜項,93.24,2.98
90年11月,總指數[含食物],85.03,-0.93
90年11月,商品類[含食物],82.28,-1.73
90年11月,商品類[不含食物],103.55,-1.6
90年11月,商品類-非耐久性消費品[含食物],68.46,-1.85
90年11月,商品類-非耐久性消費品[不含食物],86.32,-1.66
90年11月,商品類-半耐久性消費品,103.81,-0.38
90年11月,商品類-耐久性消費品,138.86,-2.97
90年11月,服務類,87,-0.36
90年11月,服務類[不含食物],89.07,-0.46
90年11月,服務類-外食費,77.37,0.23
90年11月,服務類-衣著,86.31,0
90年11月,服務類-居住,97.77,-1.55
90年11月,服務類-交通及通訊,96.79,4.28
90年11月,服務類-醫藥保健,78.87,3.53
90年11月,服務類-教養娛樂,71.16,-1.44
90年11月,服務類-教養,91.88,0.67
90年11月,服務類-娛樂,53.83,-4.05
90年11月,服務類-雜項,91.13,0.65
90年12月,總指數[含食物],84.09,-1.38
90年12月,商品類[含食物],80.31,-2.25
90年12月,商品類[不含食物],102.09,-2.28
90年12月,商品類-非耐久性消費品[含食物],66.46,-2.39
90年12月,商品類-非耐久性消費品[不含食物],85.28,-2.72
90年12月,商品類-半耐久性消費品,100.91,-1.42
90年12月,商品類-耐久性消費品,138.88,-2.79
90年12月,服務類,86.88,-0.74
90年12月,服務類[不含食物],88.88,-0.93
90年12月,服務類-外食費,77.55,0.27
90年12月,服務類-衣著,86.31,0
90年12月,服務類-居住,97.7,-1.57
90年12月,服務類-交通及通訊,95.44,1.39
90年12月,服務類-醫藥保健,78.87,3.53
90年12月,服務類-教養娛樂,71.22,-1.83
90年12月,服務類-教養,91.88,0.67
90年12月,服務類-娛樂,53.95,-4.83
90年12月,服務類-雜項,90.88,0.38
91年1月,總指數[含食物],84,-2.72
91年1月,商品類[含食物],79.8,-0.09
91年1月,商品類[不含食物],99.38,-1.43
91年1月,商品類-非耐久性消費品[含食物],67.58,0.55
91年1月,商品類-非耐久性消費品[不含食物],85.62,-1.89
91年1月,商品類-半耐久性消費品,92.68,-0.35
91年1月,商品類-耐久性消費品,139.26,-2.02
91年1月,服務類,87.12,-4.53
91年1月,服務類[不含食物],89.17,-5.29
91年1月,服務類-外食費,77.55,0.23
91年1月,服務類-衣著,86.31,0
91年1月,服務類-居住,97.53,-3.23
91年1月,服務類-交通及通訊,95.72,-0.61
91年1月,服務類-醫藥保健,78.87,3.53
91年1月,服務類-教養娛樂,72.34,-2.99
91年1月,服務類-教養,91.88,0.67
91年1月,服務類-娛樂,55.87,-7.18
91年1月,服務類-雜項,90.76,-24.09
91年2月,總指數[含食物],85.48,1.69
91年2月,商品類[含食物],79.17,0.32
91年2月,商品類[不含食物],98.03,-1.89
91年2月,商品類-非耐久性消費品[含食物],67.66,1.64
91年2月,商品類-非耐久性消費品[不含食物],85.91,-1.85
91年2月,商品類-半耐久性消費品,88.94,-1.4
91年2月,商品類-耐久性消費品,138.55,-2.48
91年2月,服務類,90.26,2.65
91年2月,服務類[不含食物],92.94,3.06
91年2月,服務類-外食費,77.55,0.23
91年2月,服務類-衣著,86.31,0
91年2月,服務類-居住,98.89,-0.45
91年2月,服務類-交通及通訊,97.45,1.33
91年2月,服務類-醫藥保健,78.87,3.53
91年2月,服務類-教養娛樂,72.97,0.14
91年2月,服務類-教養,91.87,0.66
91年2月,服務類-娛樂,56.97,-0.49
91年2月,服務類-雜項,118.59,29.38
91年3月,總指數[含食物],83.55,-0.5
91年3月,商品類[含食物],78.75,-0.11
91年3月,商品類[不含食物],97.69,-2.04
91年3月,商品類-非耐久性消費品[含食物],67.25,0.95
91年3月,商品類-非耐久性消費品[不含食物],85.66,-2.29
91年3月,商品類-半耐久性消費品,88.11,-1.52
91年3月,商品類-耐久性消費品,138.83,-2.27
91年3月,服務類,87.16,-0.75
91年3月,服務類[不含食物],89.25,-0.89
91年3月,服務類-外食費,77.41,0.05
91年3月,服務類-衣著,86.31,0
91年3月,服務類-居住,97.36,-1.98
91年3月,服務類-交通及通訊,96.97,0.73
91年3月,服務類-醫藥保健,77.3,1.47
91年3月,服務類-教養娛樂,72.63,0.44
91年3月,服務類-教養,91.87,0.66
91年3月,服務類-娛樂,56.38,0.18
91年3月,服務類-雜項,90.71,-1.49
91年4月,總指數[含食物],84.41,-0.28
91年4月,商品類[含食物],80.71,-0.12
91年4月,商品類[不含食物],101.64,-1.52
91年4月,商品類-非耐久性消費品[含食物],67.6,0.85
91年4月,商品類-非耐久性消費品[不含食物],86.47,-1.19
91年4月,商品類-半耐久性消費品,98.49,-1.42
91年4月,商品類-耐久性消費品,138.47,-2.04
91年4月,服務類,87.14,-0.41
91年4月,服務類[不含食物],89.22,-0.47
91年4月,服務類-外食費,77.41,-0.09
91年4月,服務類-衣著,86.31,0
91年4月,服務類-居住,97.27,-1.48
91年4月,服務類-交通及通訊,96.45,2.63
91年4月,服務類-醫藥保健,77.3,1.78
91年4月,服務類-教養娛樂,72.84,0.19
91年4月,服務類-教養,91.87,0.66
91年4月,服務類-娛樂,56.75,-0.35
91年4月,服務類-雜項,90.77,-1.42
91年5月,總指數[含食物],84.06,-0.54
91年5月,商品類[含食物],79.52,-1.21
91年5月,商品類[不含食物],100.22,-2.18
91年5月,商品類-非耐久性消費品[含食物],66.88,-0.34
91年5月,商品類-非耐久性消費品[不含食物],86.39,-1.4
91年5月,商品類-半耐久性消費品,95.6,-2.67
91年5月,商品類-耐久性消費品,136.79,-2.55
91年5月,服務類,87.45,-0.07
91年5月,服務類[不含食物],89.47,-0.2
91年5月,服務類-外食費,78.09,0.79
91年5月,服務類-衣著,86.31,0
91年5月,服務類-居住,96.97,-1.75
91年5月,服務類-交通及通訊,96.22,2.92
91年5月,服務類-醫藥保健,77.3,2.44
91年5月,服務類-教養娛樂,73.81,1.01
91年5月,服務類-教養,91.87,0.66
91年5月,服務類-娛樂,58.42,1.44
91年5月,服務類-雜項,91.83,-0.13
91年6月,總指數[含食物],84.54,-0.01
91年6月,商品類[含食物],80.16,-0.37
91年6月,商品類[不含食物],100.96,-1.04
91年6月,商品類-非耐久性消費品[含食物],67.66,-0.07
91年6月,商品類-非耐久性消費品[不含食物],87.81,-1.36
91年6月,商品類-半耐久性消費品,95.37,0.27
91年6月,商品類-耐久性消費品,137.76,-2.11
91年6月,服務類,87.8,0.24
91年6月,服務類[不含食物],89.88,-0.04
91年6月,服務類-外食費,78.09,1.87
91年6月,服務類-衣著,86.31,0
91年6月,服務類-居住,97.09,-1.61
91年6月,服務類-交通及通訊,96.72,3.3
91年6月,服務類-醫藥保健,77.3,1.67
91年6月,服務類-教養娛樂,74.42,0.87
91年6月,服務類-教養,91.87,0.67
91年6月,服務類-娛樂,59.47,1.09
91年6月,服務類-雜項,93.04,1.03
91年7月,總指數[含食物],84.61,0.23
91年7月,商品類[含食物],80.21,0.28
91年7月,商品類[不含食物],99.29,-1.04
91年7月,商品類-非耐久性消費品[含食物],68.6,0.84
91年7月,商品類-非耐久性消費品[不含食物],87.14,-1.64
91年7月,商品類-半耐久性消費品,91.18,0.08
91年7月,商品類-耐久性消費品,138.25,-1.49
91年7月,服務類,87.9,0.19
91年7月,服務類[不含食物],90.03,-0.32
91年7月,服務類-外食費,77.99,3.39
91年7月,服務類-衣著,86.31,0
91年7月,服務類-居住,96.79,-1.77
91年7月,服務類-交通及通訊,96.99,-0.28
91年7月,服務類-醫藥保健,77.3,-1.99
91年7月,服務類-教養娛樂,76.11,2.95
91年7月,服務類-教養,91.87,0.65
91年7月,服務類-娛樂,62.39,5.62
